TRADEDATE,ISIN,SECID,SHORTNAME,NAME,BOARDID,TYPE,MATDATE,OFFERDATE,FACEVALUE,FACEUNIT,ISSUESIZE,LOTVALUE,COUPONPERCENT,COUPONVALUE,COUPONFREQUENCY,COUPONPERIOD,OPEN,LOW,HIGH,CLOSE,WAPRICE,VOLUME,VALUE,NUMTRADES,ACCINT,YIELDCLOSE,YIELDATWAP,DURATION_DAYS,DURATION_YEARS,STATUS
2026-04-24,RU000A0JS3W6,SU26207RMFS9,ОФЗ 26207,ОФЗ-ПД 26207 03/02/27,TQOB,ofz_bond,2027-02-03,,1000.0,SUR,370200604.0,,8.15,40.64,2.0,,96.84,96.66,96.862,96.721,96.762,44127,42698180.78,1493,17.64,13.1,13.04,275.0,0.75,OK
2026-04-24,RU000A0JTK38,SU26212RMFS9,ОФЗ 26212,ОФЗ-ПД 26212 19/01/28,TQOB,ofz_bond,2028-01-19,,1000.0,SUR,356981514.0,,7.05,35.15,2.0,,91.899,90.612,91.9,91.23,91.451,271847,248605720.99,1848,17.96,13.25,13.09,594.0,1.63,OK
2026-04-24,RU000A0JVW48,SU26218RMFS6,ОФЗ 26218,ОФЗ-ПД 26218 17/09/31,TQOB,ofz_bond,2031-09-17,,1000.0,SUR,597608211.0,,8.5,42.38,2.0,,82.298,80.513,82.298,81.06,81.484,1945858,1585560765.66,2936,6.99,14.02,13.88,1561.0,4.28,OK
2026-04-24,RU000A0JWM07,SU26219RMFS4,ОФЗ 26219,ОФЗ-ПД 26219 16/09/26,TQOB,ofz_bond,2026-09-16,,1000.0,SUR,361974169.0,,7.75,38.64,2.0,,98.168,98.078,98.2,98.087,98.18,106897,104951788.46,903,7.86,13.31,13.04,142.0,0.39,OK
2026-04-24,RU000A0JXE06,RU000A0JXE06,ГТЛК 1P-03,ГосТранспортЛизингКомп 001P-03,TQCB,exchange_bond,2032-01-22,,1000.0,SUR,10000000.0,,18.2,45.38,4.0,,98.15,96.98,98.41,98.17,97.99,34641,33944994.4,104,42.38,17.48,17.66,410.0,1.12,OK
2026-04-24,RU000A0JXN05,RU000A0JXN05,РЖД Б01P1R,"""Российские ЖД"" БО-001P-01R",TQCB,exchange_bond,2032-05-18,,1000.0,SUR,15000000.0,,18.4,91.75,2.0,,106.42,106.42,107.8,107.1,107.32,324,347715.3,87,75.62,14.83,14.7,625.0,1.71,OK
2026-04-24,RU000A0JXQ44,RU000A0JXQ44,РЖД Б01P2R,"""Российские ЖД"" БО-001P-02R",TQCB,exchange_bond,2037-04-02,,1000.0,SUR,15000000.0,,14.4,71.8,2.0,,101.72,100.46,101.72,100.48,100.98,79,79774.3,28,3.16,14.82,14.72,2124.0,5.82,OK
2026-04-24,RU000A0JXRD5,RU000A0JXRD5,ПочтаРБ1P2,Почта России (АО) БО-001P-02,TQCB,exchange_bond,2027-05-11,,1000.0,SUR,5000000.0,,15.15,75.54,2.0,,100.46,99.99,100.47,100.03,100.15,209,209322.2,35,68.07,15.67,15.53,342.0,0.94,OK
2026-04-24,RU000A0ZYVU5,RU000A0ZYVU5,Роснфт2P5,ПАО НК Роснефть 002P-05,TQCB,exchange_bond,2028-02-18,,1000.0,SUR,20000000.0,,9.0,44.88,2.0,,92.66,91.5,92.66,91.8,91.8,761,698633.1,114,15.53,14.78,14.78,614.0,1.68,OK
2026-04-24,RU000A0ZZYW2,SU26226RMFS9,ОФЗ 26226,ОФЗ-ПД 26226 07/10/26,TQOB,ofz_bond,2026-10-07,,1000.0,SUR,367210831.0,,7.95,39.64,2.0,,97.998,97.785,98.0,97.98,97.986,60960,59732016.18,810,3.48,13.12,13.11,163.0,0.45,OK
2026-04-24,RU000A1003A4,RU000A1003A4,ГТЛК 1P-13,ГТЛК БО 001P-13,TQCB,exchange_bond,2034-01-20,,1000.0,SUR,10000000.0,,9.57,23.86,4.0,,95.63,95.46,95.76,95.46,95.65,8,7652.0,7,22.02,16.91,16.6,269.0,0.74,OK
2026-04-24,RU000A100A82,SU26228RMFS5,ОФЗ 26228,ОФЗ-ПД 26228 10/04/30,TQOB,ofz_bond,2030-04-10,,1000.0,SUR,592018800.0,,7.65,38.15,2.0,,84.151,82.902,84.361,83.207,83.183,1204513,1002788278.61,2715,1.89,13.68,13.69,1250.0,3.42,OK
2026-04-24,RU000A100EF5,SU26230RMFS1,ОФЗ 26230,ОФЗ-ПД 26230 16/03/39,TQOB,ofz_bond,2039-03-16,,1000.0,SUR,699489066.0,,7.7,38.39,2.0,,63.998,62.996,64.38,63.176,63.276,1948022,1232638417.32,6936,4.85,14.41,14.38,2589.0,7.09,OK
2026-04-24,RU000A101012,RU000A101012,Систем1P12,АФК Система БО 001P-12,TQCB,exchange_bond,2029-10-23,,1000.0,SUR,10000000.0,,18.0,89.75,2.0,,106.06,101.52,110.35,105.4,105.45,6118,6451617.4,298,87.78,12.52,12.47,325.0,0.89,OK
2026-04-24,RU000A1017J5,RU000A1017J5,Газпнф3P2R,Газпром нефть БО 003Р-02R,TQCB,exchange_bond,2029-12-07,,1000.0,SUR,20000000.0,,7.15,17.83,4.0,,82.21,81.7,82.7,82.27,82.07,2549,2092062.7,293,8.23,14.11,14.2,1144.0,3.13,OK
2026-04-24,RU000A101GD3,RU000A101GD3,ГТЛК 1P-16,ГТЛК БО 001P-16,TQCB,exchange_bond,2028-02-17,,250.0,SUR,10000000.0,,6.95,4.33,4.0,,90.31,89.79,90.93,90.25,90.11,689,155218.95,79,3.05,16.32,16.46,445.0,1.22,OK
2026-04-24,RU000A101NG2,RU000A101NG2,МТС 1P-15,Мобильные ТелеСистемы 001P-15,TQCB,exchange_bond,2026-11-05,,1000.0,SUR,5000000.0,,6.6,16.45,4.0,,96.85,96.27,96.9,96.27,96.71,250,241777.2,30,14.1,14.83,13.83,187.0,0.51,OK
2026-04-24,RU000A101Q26,RU000A101Q26,Систем1P13,АФК Система БО 001P-13,TQCB,exchange_bond,2030-05-15,,1000.0,SUR,15000000.0,,16.0,79.78,2.0,,99.41,98.1,99.74,98.5,98.85,1446,1429419.2,112,68.38,19.7,18.96,196.0,0.54,OK
2026-04-24,RU000A101QL5,RU000A101QL5,ГТЛК 1P-17,ГТЛК БО 001P-17,TQCB,exchange_bond,2035-05-14,,1000.0,SUR,10000000.0,,7.44,18.55,4.0,,98.93,98.88,99.1,99.09,98.97,2900,2870236.7,91,12.23,19.7,21.4,31.0,0.08,OK
2026-04-24,RU000A101RV2,RU000A101RV2,Казахст07,Республика Казахстан 07,TQCB,ofz_bond,2027-09-15,,1000.0,SUR,10000000.0,,6.55,32.66,2.0,,90.56,90.18,90.56,90.31,90.38,581,525102.4,93,6.64,15.03,14.96,488.0,1.34,OK
2026-04-24,RU000A101RZ3,RU000A101RZ3,Казахст11,Республика Казахстан 11,TQCB,ofz_bond,2030-09-11,,1000.0,SUR,10000000.0,,7.0,34.9,2.0,,76.68,75.8,76.68,76.13,76.32,495,377792.3,116,7.1,15.09,15.01,1357.0,3.72,OK
2026-04-24,RU000A101SC0,RU000A101SC0,ГТЛК 1P-18,ГТЛК БО 001P-18,TQCB,exchange_bond,2035-05-23,,1000.0,SUR,5000000.0,,7.84,19.55,4.0,,91.56,90.85,91.85,91.55,91.6,86,78776.0,31,10.95,17.32,17.26,387.0,1.06,OK
2026-04-24,RU000A101SD8,RU000A101SD8,ГТЛК 1P-19,ГТЛК БО 001P-19,TQCB,exchange_bond,2035-05-23,,1000.0,SUR,5000000.0,,7.97,19.87,4.0,,86.65,86.62,87.13,86.7,86.73,24,20814.0,8,11.14,16.4,16.38,702.0,1.92,OK
2026-04-24,RU000A101WR0,RU000A101WR0,ОГК-2 2Р01,ОГК-2 002P-01,TQCB,exchange_bond,2026-07-08,,1000.0,SUR,5000000.0,,10.1,50.36,2.0,,,,,,,0,0.0,0,29.61,,,72.0,0.2,OK
2026-04-24,RU000A101XS6,RU000A101XS6,МОЭК БО1P4,МОЭК ПАО БО 001Р-04,TQCB,exchange_bond,2026-07-15,,1000.0,SUR,5000000.0,,16.5,82.27,2.0,,100.76,100.6,100.76,100.74,100.74,20,20147.5,6,45.21,13.03,13.03,79.0,0.22,OK
2026-04-24,RU000A101Z74,RU000A101Z74,ГПБ001P17P,ГПБ (АО) БО 001Р-17Р,TQCB,exchange_bond,2030-07-31,,1000.0,SUR,10630210.0,,12.75,63.23,2.0,,97.42,97.17,97.52,97.36,97.29,4326,4208781.0,95,28.99,14.62,14.66,724.0,1.98,OK
2026-04-24,RU000A102879,RU000A102879,ВТБСУБТ2-1,Банк ВТБ ПАО СУБ-Т2-1,TQCB,corporate_bond,2031-04-02,,10000000.0,SUR,7000.0,,16.66,830717.81,2.0,,97.5,97.0,97.5,97.0,97.25,6,58350000.0,4,73030.14,18.36,18.27,1278.0,3.5,OK
2026-04-24,RU000A102986,RU000A102986,СУЭК-Ф1P6R,СУЭК-Финанс 001Р-06R,TQCB,exchange_bond,2030-10-10,,1000.0,SUR,14000000.0,,18.9,94.24,2.0,,99.85,99.54,100.1,100.01,100.01,370,370046.2,28,4.14,19.76,19.76,342.0,0.94,OK
2026-04-24,RU000A102A31,SU29018RMFS7,ОФЗ 29018,ОФЗ-ПК 29018 26/11/2031,TQOB,ofz_bond,2031-11-26,,1000.0,SUR,427747115.0,,,,4.0,,97.449,97.211,97.449,97.226,97.31,2838,2761670.36,71,20.86,,0.0,,,OK
2026-04-24,RU000A102A49,SU29019RMFS5,ОФЗ 29019,ОФЗ-ПК 29019 18/07/2029,TQOB,ofz_bond,2029-07-18,,1000.0,SUR,430194756.0,,,,4.0,,99.742,99.47,99.742,99.599,99.533,10215,10167333.68,173,0.79,,0.0,,,OK
2026-04-24,RU000A102BV4,SU29020RMFS3,ОФЗ 29020,ОФЗ-ПК 29020 22/09/2027,TQOB,ofz_bond,2027-09-22,,1000.0,SUR,294544699.0,,,,4.0,,100.092,99.969,100.137,100.137,100.089,137715,137803775.67,1932,12.14,,0.0,,,OK
2026-04-24,RU000A102GJ8,RU000A102GJ8,ГПБ001P19P,ГПБ (АО) БО 001Р-19Р,TQCB,exchange_bond,2030-12-11,,1000.0,SUR,15000000.0,,12.75,63.58,2.0,,98.33,98.32,99.81,98.58,98.9,59314,58659906.4,55,46.81,14.61,14.27,382.0,1.05,OK
2026-04-24,RU000A102HC1,RU000A102HC1,Сбер2СУБ2R,Сбербанк 002СУБ-02R,TQCB,corporate_bond,2031-03-11,,10000000.0,SUR,5600.0,,15.0,747945.21,2.0,,98.5,98.39,98.5,98.4,98.43,5,49213000.0,5,156164.38,16.06,16.05,1299.0,3.56,OK
2026-04-24,RU000A102LU5,RU000A102LU5,ГПБ001P20P,ГПБ (АО) БО 001Р-20Р,TQCB,exchange_bond,2030-12-28,,1000.0,SUR,2000000.0,,14.25,71.05,2.0,,101.0,100.99,101.0,100.99,101.0,12,12119.9,5,45.68,14.31,14.31,934.0,2.56,OK
2026-04-24,RU000A102QP4,RU000A102QP4,РЖД 1Р-21R,РЖД БО 001Р-21R,TQCB,exchange_bond,2027-06-11,,1000.0,SUR,20000000.0,,6.85,34.16,2.0,,92.71,92.69,93.45,92.92,92.86,967,897938.8,114,24.96,14.33,14.4,391.0,1.07,OK
2026-04-24,RU000A102SX4,RU000A102SX4,Систем1P19,АФК Система БО 001P-19,TQCB,exchange_bond,2031-02-17,,1000.0,SUR,12500000.0,,24.0,59.84,4.0,,100.32,100.28,100.58,100.56,100.47,1373,1379517.3,89,39.45,18.07,19.28,31.0,0.08,OK
2026-04-24,RU000A102VR0,RU000A102VR0,ГТЛК 2P-01,ГТЛК БО 002P-01,TQCB,exchange_bond,2036-03-03,,1000.0,SUR,10000000.0,,17.6,43.88,4.0,,96.0,96.0,96.46,96.38,96.07,410,393900.9,35,18.81,17.2,17.39,732.0,2.01,OK
2026-04-24,RU000A1038V6,SU26238RMFS4,ОФЗ 26238,ОФЗ-ПД 26238 15/05/2041,TQOB,ofz_bond,2041-05-15,,1000.0,SUR,1000000000.0,,7.1,35.4,2.0,,59.904,58.9,59.987,59.03,59.272,5052380,2994143041.87,36136,27.62,14.0,13.94,2695.0,7.38,OK
2026-04-24,RU000A1038Z7,SU26237RMFS6,ОФЗ 26237,ОФЗ-ПД 26237 14/03/2029,TQOB,ofz_bond,2029-03-14,,1000.0,SUR,418953119.0,,6.7,33.41,2.0,,86.251,85.135,86.496,85.626,85.622,155434,133085137.34,1462,6.79,13.23,13.23,959.0,2.63,OK
2026-04-24,RU000A103943,RU000A103943,Аэрофл БО1,Аэрофлот-росс.авиалин.ПАО БО-1,TQCB,exchange_bond,2026-06-11,,1000.0,SUR,24650000.0,,8.35,20.82,4.0,,99.02,99.01,99.21,99.18,99.1,4628,4586455.9,319,9.84,15.99,16.74,45.0,0.12,OK
2026-04-24,RU000A103AT8,RU000A103AT8,sАтомэнп01,Атомэнергопром АО 001Р-01,TQCB,exchange_bond,2026-06-19,,1000.0,SUR,10000000.0,,7.5,37.4,2.0,,99.23,98.64,99.25,99.04,98.9,798,789223.6,92,25.89,14.73,15.82,53.0,0.15,OK
2026-04-24,RU000A103BR0,SU26240RMFS0,ОФЗ 26240,ОФЗ-ПД 26240 30/07/2036,TQOB,ofz_bond,2036-07-30,,1000.0,SUR,550000000.0,,7.0,34.9,2.0,,63.067,62.006,63.12,62.174,62.383,733604,457642056.06,9200,13.81,14.56,14.5,2371.0,6.5,OK
2026-04-24,RU000A103DS4,RU000A103DS4,СибурХ Б03,СИБУР Холдинг БО-03,TQCB,exchange_bond,2031-07-01,,1000.0,SUR,10000000.0,,15.5,77.29,2.0,,101.6,101.21,101.6,101.33,101.35,64,64865.1,24,45.86,14.71,14.69,400.0,1.1,OK
2026-04-24,RU000A103EZ7,RU000A103EZ7,Ростел2P6R,Ростелеком ПАО 002P-06R,TQCB,exchange_bond,2026-07-17,,1000.0,SUR,15000000.0,,7.7,38.39,2.0,,98.46,98.25,98.64,98.62,98.4,1143,1124744.6,96,20.67,14.57,15.71,81.0,0.22,OK
2026-04-24,RU000A103G42,RU000A103G42,Сбер Sb29R,Сбербанк ПАО 001Р-SBER29,TQCB,exchange_bond,2026-07-31,,1000.0,SUR,4000000.0,,7.43,37.05,2.0,,98.55,98.34,98.55,98.4,98.41,1927,1896383.6,150,17.1,14.25,14.21,95.0,0.26,OK
2026-04-24,RU000A103QN7,RU000A103QN7,ГазпромК 3,Газпром капитал ООО 001Б-03,TQCB,corporate_bond,,,5000000.0,SUR,12000.0,,16.51,411619.18,2.0,,96.23,96.23,96.48,96.48,96.27,9,43322500.0,5,70110.96,17.11,17.15,,,OK
2026-04-24,RU000A104362,RU000A104362,ВСК 1P-02R,Восточная Стивидор.Ком 1P-02R,TQCB,exchange_bond,2026-11-17,,1000.0,SUR,7500000.0,,9.55,47.62,2.0,,97.35,97.1,98.09,97.39,97.29,371,360958.0,49,41.08,15.08,15.29,196.0,0.54,OK
2026-04-24,RU000A104B46,RU000A104B46,ГПБ001P21P,ГПБ (АО) БО 001Р-21Р,TQCB,exchange_bond,2031-12-27,,1000.0,SUR,30000000.0,,16.25,81.03,2.0,,105.6,104.84,105.65,104.84,105.45,404,426004.9,47,52.53,14.79,14.54,913.0,2.5,OK
2026-04-24,RU000A104WF9,RU000A104WF9,Славнеф2Р4,Славнефть БО 002Р-04,TQCB,exchange_bond,2032-06-11,,1000.0,SUR,10000000.0,,18.0,44.88,4.0,,106.56,106.34,106.9,106.85,106.71,234,249704.6,38,17.26,13.99,14.09,529.0,1.45,OK
2026-04-24,RU000A105559,RU000A105559,ФСК РС1Р6,ФСК Россети ПАО БО 001P-06R,TQCB,exchange_bond,2032-08-18,,1000.0,SUR,15000000.0,,8.7,21.69,4.0,,98.03,98.03,98.43,98.38,98.17,60,58902.0,15,13.82,14.27,14.98,124.0,0.34,OK
2026-04-24,RU000A1055Y4,RU000A1055Y4,ПочтаР2P04,Почта России БО-002P-04,TQCB,exchange_bond,2032-08-25,,1000.0,SUR,20000000.0,,9.25,46.12,2.0,,91.01,90.79,91.45,91.45,91.08,1745,1589401.6,106,12.92,17.17,17.53,471.0,1.29,OK
2026-04-24,RU000A1057P8,RU000A1057P8,РусГидрБП6,РусГидро (ПАО) БО-П06,TQCB,exchange_bond,2026-09-15,,1000.0,SUR,20000000.0,,8.5,42.38,2.0,,98.05,97.83,98.12,97.9,98.01,561,549833.1,109,8.85,14.71,14.38,141.0,0.39,OK
2026-04-24,RU000A105FZ9,SU26241RMFS8,ОФЗ 26241,ОФЗ-ПД 26241 17/11/32,TQOB,ofz_bond,2032-11-17,,1000.0,SUR,750000000.0,,9.5,47.37,2.0,,82.883,81.8,83.198,81.987,82.286,236715,194782625.59,4027,38.78,14.22,14.14,1690.0,4.63,OK
2026-04-24,RU000A105GW4,RU000A105GW4,ГПБ001P22P,ГПБ (АО) БО 001Р-22Р,TQCB,exchange_bond,2032-11-24,,1000.0,SUR,20000000.0,,17.5,86.78,2.0,,106.74,106.05,106.99,106.44,106.59,745,794063.3,118,72.4,14.31,14.22,631.0,1.73,OK
2026-04-24,RU000A105KR6,RU000A105KR6,ВСК 1P-03R,Восточная Стивидор.Ком 1P-03R,TQCB,exchange_bond,2027-11-30,,1000.0,SUR,15000000.0,,11.25,56.1,2.0,,94.42,94.38,94.91,94.9,94.64,1959,1854028.4,116,44.08,15.5,15.71,524.0,1.44,OK
2026-04-24,RU000A105L27,RU000A105L27,Систем1P24,АФК Система БО 001Р-24,TQCB,exchange_bond,2032-11-24,,1000.0,SUR,10000000.0,,18.0,44.88,4.0,,99.0,98.92,99.18,99.0,99.0,15002,14852215.8,245,25.15,21.24,21.24,212.0,0.58,OK
2026-04-24,RU000A105NB4,RU000A105NB4,ТГК-1БО1P1,ТГК-1 БО-001Р-01,TQCB,exchange_bond,2027-12-16,,1000.0,SUR,5000000.0,,15.0,74.79,2.0,,106.35,103.67,106.35,105.69,105.02,11,11552.6,7,52.19,6.07,7.11,226.0,0.62,OK
2026-04-24,RU000A105NK5,RU000A105NK5,МОЭК БО1P5,МОЭК ПАО БО 001Р-05,TQCB,exchange_bond,2028-12-14,,1000.0,SUR,5000000.0,,15.0,74.79,2.0,,,,,,,0,0.0,0,52.19,,,226.0,0.62,OK
2026-04-24,RU000A105PH6,RU000A105PH6,Россети1Р7,Россети ПАО БО 001P-07R,TQCB,exchange_bond,2037-12-08,,1000.0,SUR,30000000.0,,12.0,29.92,4.0,,99.48,99.48,101.49,100.76,100.72,35,35250.7,31,10.19,7.47,7.73,60.0,0.16,OK
2026-04-24,RU000A105RV3,SU26242RMFS6,ОФЗ 26242,ОФЗ-ПД 26242 29/08/29,TQOB,ofz_bond,2029-08-29,,1000.0,SUR,529356615.0,,9.0,44.88,2.0,,90.262,89.162,90.83,90.002,89.834,841013,755517548.79,3309,12.58,13.16,13.24,1057.0,2.9,OK
2026-04-24,RU000A105TY3,RU000A105TY3,ВымпелК1Р6,Вымпел-Коммуникации 001Р-06,TQCB,exchange_bond,2028-02-14,,1000.0,SUR,21795314.0,,10.55,26.3,4.0,,94.26,93.75,94.26,94.05,93.8,1864,1748498.3,63,19.37,15.14,15.32,593.0,1.62,OK
2026-04-24,RU000A105VC5,RU000A105VC5,Полюс Б1P3,Полюс ПБО-03,TQCB,exchange_bond,2028-02-11,,1000.0,SUR,20000000.0,,10.4,51.86,2.0,,95.16,94.83,95.17,94.99,94.97,1109,1053250.5,206,19.95,14.08,14.09,601.0,1.65,OK
2026-04-24,RU000A105W08,RU000A105W08,МЕТАЛИН1P4,МЕТАЛЛОИНВЕСТ 001P-04,TQCB,exchange_bond,2027-02-17,,1000.0,SUR,7000000.0,,0.0,0.0,2.0,,,,,,,0,0.0,0,29.56,,,283.0,0.78,OK
2026-04-24,RU000A105YB1,RU000A105YB1,Медси 1P02,Группа компаний Медси 001P-02,TQCB,exchange_bond,2038-02-25,,1000.0,SUR,3000000.0,,13.0,32.41,4.0,,99.01,98.5,99.05,98.75,98.83,4816,4759588.7,74,15.32,15.33,15.22,305.0,0.84,OK
2026-04-24,RU000A106375,RU000A106375,ГазпромК07,Газпром Капитал 07,TQCB,corporate_bond,2028-04-05,,1000.0,SUR,40000000.0,,,0.0,4.0,,98.85,98.7,98.93,98.85,98.84,1745,1724813.4,101,7.04,14.69,14.7,628.0,1.72,OK
2026-04-24,RU000A1064G3,RU000A1064G3,ГПБ001P26P,ГПБ (АО) БО 001Р-26Р,TQCB,exchange_bond,2033-04-18,,1000.0,SUR,10427011.0,,10.0,50.14,2.0,,98.09,98.0,98.11,98.1,98.01,2909,2850982.8,52,1.64,14.68,14.9,177.0,0.48,OK
2026-04-24,RU000A106565,RU000A106565,Газпнф3P6R,Газпром нефть БО 003P-06R,TQCB,exchange_bond,2028-04-14,,1000.0,SUR,22000000.0,,16.3,40.64,4.0,,99.56,99.2,99.6,99.45,99.26,4787,4751486.8,45,3.13,14.68,14.81,635.0,1.74,OK
2026-04-24,RU000A106672,RU000A106672,ГазпромКP5,Газпром капитал ООО БО-001Р-05,TQCB,exchange_bond,2028-04-20,,1000.0,SUR,30000000.0,,9.8,24.43,4.0,,96.07,96.07,96.49,96.28,96.2,5126,4931065.7,319,0.27,14.58,14.68,351.0,0.96,OK
2026-04-24,RU000A1069N8,RU000A1069N8,НорНик БО9,ГМК Нор.никель БО-09,TQCB,exchange_bond,2028-05-17,,1000.0,SUR,60000000.0,,0.0,0.0,4.0,,99.96,99.57,100.09,99.98,99.9,2144,2141891.3,79,29.02,14.05,14.1,646.0,1.77,OK
2026-04-24,RU000A106C92,RU000A106C92,Автодор4Р4,Автодор ГК БО-004Р-04,TQCB,exchange_bond,2028-05-30,,1000.0,SUR,4000000.0,,10.17,50.71,2.0,,99.2,99.17,99.43,99.42,99.39,38628,38392416.4,44,39.84,16.19,16.51,39.0,0.11,OK
2026-04-24,RU000A106CU5,RU000A106CU5,ТрансмхПБ7,Трансмашхолдинг АО ПБО-07,TQCB,exchange_bond,2026-06-05,,1000.0,SUR,10000000.0,,10.2,50.86,2.0,,99.23,99.23,99.38,99.35,99.27,169,167770.8,17,39.12,16.91,17.76,39.0,0.11,OK
2026-04-24,RU000A106D59,RU000A106D59,МБЭС 2P-01,Межд.Банк Эк.Сотруд. 002P-01,TQCB,corporate_bond,2033-06-02,,1000.0,SUR,1700000.0,,10.75,26.8,4.0,,98.97,98.97,99.22,98.98,98.98,600,593875.0,14,12.66,19.51,19.51,51.0,0.14,OK
2026-04-24,RU000A106E90,SU26243RMFS4,ОФЗ 26243,ОФЗ-ПД 26243 19/05/38,TQOB,ofz_bond,2038-05-19,,1000.0,SUR,750000000.0,,9.8,48.87,2.0,,76.365,75.097,76.47,75.325,75.679,271911,205778596.78,6105,38.13,14.61,14.53,2293.0,6.28,OK
2026-04-24,RU000A106FV6,RU000A106FV6,РСХБ2Р12,Россельхозбанк БO-12-002P,TQCB,exchange_bond,2026-06-26,,1000.0,SUR,15000000.0,,9.95,49.61,2.0,,99.22,99.1,99.26,99.19,99.17,233,231066.6,37,32.44,15.42,15.55,60.0,0.16,OK
2026-04-24,RU000A106K27,RU000A106K27,Медси 1P03,Группа компаний Медси 001P-03,TQCB,exchange_bond,2038-06-28,,1000.0,SUR,3000000.0,,16.5,41.14,4.0,,100.34,100.06,100.92,100.73,100.5,307,308543.3,45,4.97,15.68,16.26,166.0,0.45,OK
2026-04-24,RU000A106K43,RU000A106K43,РЖД 1Р-26R,РЖД БО 001Р-26R,TQCB,exchange_bond,2028-07-19,,1000.0,SUR,30000000.0,,16.34,13.88,12.0,,98.81,98.51,98.9,98.67,98.62,6393,6305028.3,298,8.95,15.01,15.04,696.0,1.91,OK
2026-04-24,RU000A106LL5,RU000A106LL5,ВЭБP-37,ВЭБ.РФ ПБО-002Р-37,TQCB,exchange_bond,2032-08-25,,1000.0,SUR,40000000.0,,0.0,0.0,4.0,,98.75,98.32,98.75,98.5,98.47,1044,1028015.7,55,23.38,15.19,15.2,1526.0,4.18,OK
2026-04-24,RU000A106MS8,RU000A106MS8,ГазК 2Б-01,Газпром капитал ООО 002Б-01,TQCB,corporate_bond,,,5000000.0,SUR,24000.0,,12.91,321865.75,2.0,,,,,,,0,0.0,0,155627.4,,,,,OK
2026-04-24,RU000A106R95,RU000A106R95,iСелкт1Р3R,Селектел 001P-03R,TQCB,exchange_bond,2026-08-14,,1000.0,SUR,3000000.0,,13.3,66.32,2.0,,99.29,99.14,99.58,99.4,99.33,6001,5960771.0,343,25.51,15.81,16.07,109.0,0.3,OK
2026-04-24,RU000A106YE3,RU000A106YE3,МгдОбл2023,Магаданская область ГО2023,TQCB,subfederal_bond,2028-09-20,,1000.0,SUR,2000000.0,,13.75,34.28,4.0,,99.1,98.93,99.28,98.93,99.1,2746,2721337.8,82,11.3,15.38,15.24,484.0,1.33,OK
2026-04-24,RU000A106YH6,RU000A106YH6,ГПБ003P01P,ГПБ (АО) БО 003Р-01Р,TQCB,exchange_bond,2033-09-27,,1000.0,SUR,3402112.0,,12.0,60.49,2.0,,97.65,97.58,97.87,97.87,97.84,601,587992.4,20,9.21,15.04,15.08,327.0,0.9,OK
2026-04-24,RU000A106ZU6,RU000A106ZU6,РусГидБП12,РусГидро (ПАО) БО-П12,TQCB,exchange_bond,2028-10-04,,1000.0,SUR,30000000.0,,16.2,40.39,4.0,,99.44,99.4,99.76,99.68,99.59,14413,14353800.9,124,7.1,14.34,14.39,764.0,2.09,OK
2026-04-24,RU000A107050,RU000A107050,ГазпКап2P9,Газпром капитал БО-002Р-09,TQCB,exchange_bond,2028-04-04,,1000.0,SUR,30000000.0,,,0.0,4.0,,98.75,98.74,98.92,98.92,98.85,50234,49656146.2,16,7.46,14.74,14.79,626.0,1.72,OK
2026-04-24,RU000A107084,RU000A107084,ГазКап2P10,Газпром капитал БО-002Р-10,TQCB,exchange_bond,2028-04-04,,1000.0,SUR,30000000.0,,,0.0,4.0,,98.92,98.85,99.2,99.02,99.1,9318,9234357.6,99,7.46,14.67,14.62,626.0,1.72,OK
2026-04-24,RU000A1074G2,SU26244RMFS2,ОФЗ 26244,ОФЗ-ПД 26244 15/03/34,TQOB,ofz_bond,2034-03-15,,1000.0,SUR,1250000000.0,,11.25,56.1,2.0,,87.55,86.453,87.699,86.602,86.803,6704285,5822532220.49,6439,9.25,14.61,14.56,1889.0,5.18,OK
2026-04-24,RU000A1075S4,RU000A1075S4,ИКС5Фин3P2,ИКС 5 ФИНАНС 003Р-02,TQCB,exchange_bond,2026-10-17,,1000.0,SUR,20000000.0,,16.1,13.23,12.0,,99.87,99.87,100.1,100.04,100.05,4909,4911536.0,272,1.76,15.86,15.84,167.0,0.46,OK
2026-04-24,RU000A107605,RU000A107605,Газпнф3P7R,Газпром нефть БО 003P-07R,TQCB,exchange_bond,2027-11-02,,1000.0,SUR,34000000.0,,,0.0,4.0,,99.19,99.0,99.29,99.2,99.12,561,556055.4,56,35.95,15.04,15.1,489.0,1.34,OK
2026-04-24,RU000A1077V4,RU000A1077V4,РСЭКСМБ2Р4,РОСЭКСИМБАНК 002P-04,TQCB,exchange_bond,2033-11-03,,1000.0,SUR,20000000.0,,18.0,44.88,4.0,,100.25,100.05,100.25,100.2,100.13,11323,11337868.3,55,35.01,15.84,15.99,192.0,0.53,OK
2026-04-24,RU000A1078S8,RU000A1078S8,МТС 2P-02,Мобильные ТелеСистемы 002P-02,TQCB,exchange_bond,2028-11-15,,1000.0,SUR,13500000.0,,0.0,0.0,4.0,,97.82,97.62,97.85,97.85,97.7,877,856838.3,54,28.94,15.08,15.16,777.0,2.13,OK
