TRADEDATE,ISIN,SECID,SHORTNAME,NAME,BOARDID,TYPE,MATDATE,OFFERDATE,FACEVALUE,FACEUNIT,ISSUESIZE,LOTVALUE,COUPONPERCENT,COUPONVALUE,COUPONFREQUENCY,COUPONPERIOD,OPEN,LOW,HIGH,CLOSE,WAPRICE,VOLUME,VALUE,NUMTRADES,ACCINT,YIELDCLOSE,YIELDATWAP,DURATION_DAYS,DURATION_YEARS,STATUS
2026-04-24,RU000A1057S2,RU000A1057S2,Роснфт2P12,ПАО НК Роснефть 002P-12,TQOY,exchange_bond,2032-09-07,,1000.0,CNY,15000000.0,,6.5,32.41,2.0,,100.4499,100.0039,100.4499,100.3477,100.8305,52,52197.64,24,6.77,5.66,4.39,144.0,0.39,OK
2026-04-24,RU000A10BU23,RU000A10BU23,НорНик1P11,ГМК Нор.никель БО-001Р-11-CNY,TQCB,exchange_bond,2030-05-25,,1000.0,CNY,3000000.0,,7.0,5.75,12.0,,102.0998,100.2229,102.0998,100.2229,100.7531,168,1854421.99,54,16.7445,6.8,5.78,202.0,0.55,OK
2026-04-24,RU000A10B347,RU000A10B347,Акрон Б1P7,Акрон (ПАО) БО-001P-07,TQCB,exchange_bond,2027-03-04,,1000.0,CNY,1600000.0,,10.5,8.63,12.0,,102.85,101.7,103.0,102.2,102.2375,2376,26585001.45,241,50.3429,6.82,6.75,205.0,0.56,OK
2026-04-24,RU000A108PZ2,RU000A108PZ2,Газпн3P12R,Газпром нефть БО 003P-12R,TQCB,exchange_bond,2026-12-14,,1000.0,CNY,2000000.0,,7.75,19.32,4.0,,98.8675,98.8673,103.4578,101.8542,101.2017,118,1314624.43,29,90.6171,4.84,5.92,226.0,0.62,OK
2026-04-24,RU000A105ZC6,RU000A105ZC6,Роснфт2P13,ПАО НК Роснефть 002P-13,TQOY,exchange_bond,2033-03-07,,1000.0,CNY,15000000.0,,6.5,32.41,2.0,,103.9993,99.9002,103.9995,99.9002,103.4138,7,7238.96,4,6.95,6.72,2.61,319.0,0.87,OK
2026-04-24,RU000A10B0C8,RU000A10B0C8,МЕТАЛИНP12,МЕТАЛЛОИНВЕСТ 001P-12,TQCB,exchange_bond,2027-02-23,,1000.0,CNY,1500000.0,,10.2,8.38,12.0,,103.7986,102.7525,103.8379,103.7517,103.3489,83,939984.48,28,76.4993,5.69,6.21,289.0,0.79,OK
2026-04-24,RU000A10CP52,RU000A10CP52,ГазКап3P19,Газпром капитал ООО БО-003Р-19,TQCB,exchange_bond,2027-08-30,,1000.0,CNY,5000000.0,,6.4,5.26,12.0,,101.0,99.2331,101.1001,99.7689,99.6089,4164,45586524.88,167,32.6134,6.78,6.91,469.0,1.28,OK
2026-04-24,RU000A1054W1,RU000A1054W1,Полюс Б1P2,Полюс ПБО-02,TQCB,exchange_bond,2027-08-24,,1000.0,CNY,4600000.0,,3.8,18.95,2.0,,97.6484,96.4505,97.8,96.831,96.684,1086,11528114.19,139,67.1968,6.42,6.55,474.0,1.3,OK
2026-04-24,RU000A1057D4,RU000A1057D4,МЕТАЛИН1P2,МЕТАЛЛОИНВЕСТ 001P-02,TQCB,exchange_bond,2027-09-10,,1000.0,CNY,1000000.0,,3.7,9.22,4.0,,93.2954,93.2954,98.1,96.3803,95.589,59,622853.35,26,46.6219,6.63,7.29,488.0,1.34,OK
2026-04-24,RU000A105EV1,RU000A105EV1,ЕАБР П3-04,ЕАБР 003P-004,TQCB,corporate_bond,2027-11-07,,1000.0,CNY,1900000.0,,4.5,22.44,2.0,,,,,,99.8,0,0.0,0,226.6523,,4.69,,,OK
2026-04-24,RU000A10E6T6,RU000A10E6T6,Акрон Б2P2,Акрон (ПАО) БО-002P-02,TQCB,exchange_bond,2028-09-20,,1000.0,CNY,1500000.0,,6.8,5.59,12.0,,101.4704,99.2281,101.4704,100.1,99.5232,240,2627186.33,85,40.8215,6.97,7.26,782.0,2.14,OK
2026-04-24,RU000A10DT08,RU000A10DT08,ГазКап3P20,Газпром капитал ООО БО-003Р-20,TQCB,exchange_bond,2029-02-27,,1000.0,CNY,3000000.0,,7.4,6.08,12.0,,102.623,100.6153,103.639,101.2,100.3878,1427,15835796.55,172,22.2165,7.16,7.49,936.0,2.56,OK
2026-04-24,RU000A10DQB6,RU000A10DQB6,ОФЗ 29 CNY,ОФЗ-ПД 12156120V 28/02/29,TQOY,ofz_bond,2029-02-28,,10000.0,CNY,1200000.0,,6.0,299.18,2.0,,100.7793,100.6,100.7794,100.7,100.7609,665,6696081.56,53,83.84,5.81,5.78,962.0,2.64,OK
2026-04-24,RU000A10EER6,RU000A10EER6,ФосАгро2П5,ФосАгро БО-02-05,TQCB,exchange_bond,2029-05-29,,1000.0,CNY,1500000.0,,8.0,19.95,4.0,,108.1917,102.3384,108.1917,103.6242,102.9962,1412,15928293.14,111,124.7627,6.86,7.1,1001.0,2.74,OK
2026-04-24,RU000A10E8P0,RU000A10E8P0,РЖД 1Р-51R,РЖД БО 001P-51R,TQCB,exchange_bond,2029-09-23,,1000.0,CNY,4000000.0,,7.6,6.25,12.0,,101.0,99.7,101.5864,99.9298,99.5197,8016,87645264.16,437,27.3603,7.9,8.05,1097.0,3.01,OK
2026-04-24,RU000A10DQA8,RU000A10DQA8,ОФЗ 33 CNY,ОФЗ-ПД 12156121V 01/06/33,TQOY,ofz_bond,2033-06-01,,10000.0,CNY,800000.0,,7.0,352.88,2.0,,101.3006,101.3001,101.8997,101.8997,102.0679,1375,13984264.0,146,262.74,6.77,6.74,2039.0,5.59,OK
